Price,Close,Ret_5,RevFactor,Quantile,Signal,CleanSignal,Reversal,Volatility,CombinedFactor,Position,Trade,Return,StrategyReturn,CumulativeReturn,Benchmark
Ticker,TQQQ,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,
2022-01-25,51.216217041015625,-0.2015295208150879,0.2015295208150879,,,,0.2015295208150879,0.038829198626786084,0.16270032218830183,0.0,0.0,-0.07375193884980014,-0.0,1.0,0.6223337985609309
2022-01-26,51.12004089355469,-0.17430478827376816,0.17430478827376816,,,,0.17430478827376816,0.04319562400473195,0.1311091642690362,0.0,0.0,-0.0018778455930065219,-0.0,1.0,0.6211651517799242
2022-01-27,49.59077072143555,-0.16677436705883197,0.16677436705883197,,,,0.16677436705883197,0.043278352030596635,0.12349601502823535,0.0,0.0,-0.029915276775765554,-0.0,1.0,0.6025828243409673
2022-01-28,54.21705627441406,-0.005293766269850564,0.005293766269850564,,,,0.005293766269850564,0.061743571458798115,-0.05644980518894755,0.0,0.0,0.09328924486706569,0.0,1.0,0.6587973209935999
2022-01-31,59.4685173034668,0.07549135867846868,-0.07549135867846868,,,,-0.07549135867846868,0.07581384905304538,-0.15130520773151407,0.0,0.0,0.09685994389796826,0.0,1.0,0.7226083925451717
2022-02-01,60.603450775146484,0.1832863549178818,-0.1832863549178818,,,,-0.1832863549178818,0.057119098454131635,-0.24040545337201344,0.0,0.0,0.019084610196150376,0.0,1.0,0.7363990920413631
2022-02-02,62.03654479980469,0.21354646270688682,-0.21354646270688682,,,,-0.21354646270688682,0.05400012888444265,-0.2675465915913295,0.0,0.0,0.023647069701943746,0.0,1.0,0.7538127726993133
2022-02-03,54.57292556762695,0.10046536429485009,-0.10046536429485009,,,,-0.10046536429485009,0.08796051079086173,-0.18842587508571182,0.0,0.0,-0.12031004073910367,-0.0,1.0,0.6631215273062022
2022-02-04,56.458065032958984,0.041334017605129336,-0.041334017605129336,,,,-0.041334017605129336,0.0796768254049146,-0.12101084301004393,0.0,0.0,0.03454349287167968,0.0,1.0,0.6860280610577614
2022-02-07,55.17885208129883,-0.07213338110109391,0.07213338110109391,,,,0.07213338110109391,0.0637209438789262,0.00841243722216771,0.0,0.0,-0.022657754050079082,-0.0,1.0,0.6704842059788619
2022-02-08,57.05438232421875,-0.058562151255967865,0.058562151255967865,,,,0.058562151255967865,0.06591617732493713,-0.0073540260689692605,0.0,0.0,0.03399001922251976,0.0,1.0,0.6932739770284794
2022-02-09,60.593833923339844,-0.02325582253364611,0.02325582253364611,,,,0.02325582253364611,0.07272247675161993,-0.04946665421797382,0.0,0.0,0.06203645460584806,0.0,1.0,0.7362822366338224
2022-02-10,56.573482513427734,0.03665841486400945,-0.03665841486400945,,,,-0.03665841486400945,0.051882528146865656,-0.0885409430108751,0.0,0.0,-0.06634918356541775,-0.0,1.0,0.6874305113594485
2022-02-11,51.24506759643555,-0.09233397271904742,0.09233397271904742,,,,0.09233397271904742,0.06570919686073963,0.02662477585830779,0.0,0.0,-0.09418573296645627,-0.0,1.0,0.622684364783553
2022-02-14,51.389339447021484,-0.06867690231565515,0.06867690231565515,,,,0.06867690231565515,0.06618860864426786,0.0024882936713872955,0.0,0.0,0.002815331452425962,0.0,1.0,0.624437427660662
2022-02-15,55.11153030395508,-0.034052634365983825,0.034052634365983825,,,,0.034052634365983825,0.07461193022158924,-0.040559295855605415,0.0,0.0,0.07243118703191143,0.0,1.0,0.6696661717732771
2022-02-16,55.1019172668457,-0.09063490954281295,0.09063490954281295,,,,0.09063490954281295,0.06531963883803081,0.025315270704782136,0.0,0.0,-0.00017442878207807322,-0.0,1.0,0.6695493627185358
2022-02-17,50.215938568115234,-0.11237674724732627,0.11237674724732627,,,,0.11237674724732627,0.0701147544786144,0.04226199276871187,0.0,0.0,-0.08867166409235483,-0.0,1.0,0.6101793065343075
2022-02-18,48.5135383605957,-0.05330326144461639,0.05330326144461639,,,,0.05330326144461639,0.05876849306940458,-0.005465231624788187,0.0,0.0,-0.03390159093034406,-0.0,1.0,0.5894932572900204
2022-02-22,47.01312255859375,-0.08515806849277141,0.08515806849277141,,,,0.08515806849277141,0.05893787001990441,0.026220198472867003,0.0,0.0,-0.03092777506455069,-0.0,1.0,0.5712615424264854
2022-02-23,43.41596603393555,-0.21221628587548402,0.21221628587548402,,,,0.21221628587548402,0.03614376571982793,0.1760725201556561,0.0,0.0,-0.07651388227138001,-0.0,1.0,0.5275521040230984
2022-02-24,47.66714859008789,-0.1349275859268737,0.1349275859268737,,,,0.1349275859268737,0.07402832761916533,0.06089925830770837,0.0,0.0,0.09791749313672904,0.0,1.0,0.5792086835480471
2022-02-25,49.92739486694336,-0.00574605811221629,0.00574605811221629,,,,0.00574605811221629,0.07034427174764508,-0.0645982136354288,0.0,0.0,0.04741727465790713,0.0,1.0,0.6066731807800897
2022-02-28,50.45638656616211,0.04004754695741708,-0.04004754695741708,,,,-0.04004754695741708,0.06761872872281573,-0.1076662756802328,0.0,0.0,0.01059521933056029,0.0,1.0,0.6131010161924234
2022-03-01,48.12882614135742,0.023731748117201468,-0.023731748117201468,,,,-0.023731748117201468,0.07019484578021615,-0.09392659389741762,0.0,0.0,-0.04613014492729517,-0.0,1.0,0.584818577460395
2022-03-02,50.42753601074219,0.1614975000516201,-0.1614975000516201,,,,-0.1614975000516201,0.0533679005781854,-0.21486540062980553,0.0,0.0,0.047761602633592304,0.0,1.0,0.6127504499698011
2022-03-03,48.32118606567383,0.01372092719894602,-0.01372092719894602,,,,-0.01372092719894602,0.04596368138990865,-0.05968460858885467,0.0,0.0,-0.04176983671420431,-0.0,1.0,0.5871559637280073
2022-03-04,46.253292083740234,-0.0735889143223799,0.0735889143223799,,,,0.0735889143223799,0.041985044783064654,0.03160386953931525,0.0,0.0,-0.042794768719523923,-0.0,1.0,0.562028760057978
2022-03-07,41.0883903503418,-0.1856652220534324,0.1856652220534324,,,,0.1856652220534324,0.05674668388162955,0.12891853817180282,0.0,0.0,-0.11166560261370229,-0.0,1.0,0.49926947987987197
2022-03-08,40.52092742919922,-0.1580736394819462,0.1580736394819462,,,,0.1580736394819462,0.057554988179592405,0.1005186513023538,0.0,0.0,-0.013810784903085294,-0.0,1.0,0.49237417648457577
2022-03-09,44.85867691040039,-0.1104329011664481,0.1104329011664481,,,,0.1104329011664481,0.07995972439871409,0.03047317676773402,0.0,0.0,0.10704961007569147,0.0,1.0,0.5450826400885893
2022-03-10,43.41596603393555,-0.1015128234864009,0.1015128234864009,,,,0.1015128234864009,0.07943744766096418,0.022075375825436713,0.0,0.0,-0.03216124450898272,-0.0,1.0,0.5275521040230984
2022-03-11,40.722900390625,-0.11956752576881713,0.11956752576881713,,,,0.11956752576881713,0.08134036165028366,0.03822716411853347,0.0,0.0,-0.062029384333071036,-0.0,1.0,0.49482837180692935
2022-03-14,38.337615966796875,-0.06694772805871285,0.06694772805871285,,,,0.06694772805871285,0.06938038847714618,-0.002432660418433333,0.0,0.0,-0.058573539726980095,-0.0,1.0,0.4658445225128593
2022-03-15,41.88668441772461,0.033704978517871576,-0.033704978517871576,,,,-0.033704978517871576,0.08352134668207263,-0.1172263251999442,0.0,0.0,0.09257405191813395,0.0,1.0,0.5089696375257431
2022-03-16,46.58992385864258,0.03859335734979741,-0.03859335734979741,,,,-0.03859335734979741,0.08507043700916296,-0.12366379435896037,0.0,0.0,0.11228483481800167,0.0,1.0,0.5661192092026993
2022-03-17,48.14805221557617,0.10899414694450993,-0.10899414694450993,,,,-0.10899414694450993,0.08185990706078117,-0.1908540540052911,0.0,0.0,0.03344346218854266,0.0,1.0,0.5850521955698774
2022-03-18,51.13927459716797,0.25578664846134025,-0.25578664846134025,,,,-0.25578664846134025,0.0668730899442296,-0.32265973840556983,0.0,0.0,0.06212551170707825,0.0,1.0,0.6213988625950057
2022-03-21,50.77378845214844,0.32438565027418975,-0.32438565027418975,,,,-0.32438565027418975,0.04744526969952397,-0.3718309199737137,0.0,0.0,-0.007146877774440896,-0.0,1.0,0.6169578008748625
2022-03-22,53.77462387084961,0.2838118991364842,-0.2838118991364842,,,,-0.2838118991364842,0.04367469943012019,-0.3274865985666044,0.0,0.0,0.059102058565696725,0.0,1.0,0.6534212769547321
2022-03-23,51.5047607421875,0.10549141265946083,-0.10549141265946083,,,,-0.10549141265946083,0.04496034569244875,-0.15045175835190958,0.0,0.0,-0.04221067420413083,-0.0,1.0,0.6258399243151488
2022-03-24,54.84222412109375,0.13903307813045807,-0.13903307813045807,,,,-0.13903307813045807,0.0491138651293353,-0.18814694325979336,0.0,0.0,0.06479912401908394,0.0,1.0,0.6663938031869402
2022-03-25,54.75566864013672,0.07071656904513501,-0.07071656904513501,,,,-0.07071656904513501,0.04599592545959197,-0.11671249450472698,0.0,0.0,-0.0015782635067080886,-0.0,1.0,0.6653420581662738
2022-03-28,57.24674987792969,0.12748628028577524,-0.12748628028577524,,,,-0.12748628028577524,0.04579997270119856,-0.1732862529869738,0.0,0.0,0.04549449033605568,0.0,1.0,0.6956114560016907
2022-03-29,60.18025588989258,0.11911997812253161,-0.11911997812253161,,,,-0.11911997812253161,0.04445745014023362,-0.16357742826276522,0.0,0.0,0.05124318879618772,0.0,1.0,0.7312568051703764
2022-03-30,58.37206268310547,0.13333334320865942,-0.13333334320865942,,,,-0.13333334320865942,0.04007608720017761,-0.17340943040883702,0.0,0.0,-0.030046286444767367,-0.0,1.0,0.7092852537375418
2022-03-31,55.957916259765625,0.020343670530363234,-0.020343670530363234,,,,-0.020343670530363234,0.04242198068487579,-0.06276565121523903,0.0,0.0,-0.04135790843037257,-0.0,1.0,0.679950699162451
2022-04-01,55.717472076416016,0.01756536738872505,-0.01756536738872505,,,,-0.01756536738872505,0.0425406403347936,-0.06010600772351865,0.0,0.0,-0.004296875213033791,-0.0,1.0,0.6770290358571348
2022-04-04,59.199214935302734,0.03410612937042523,-0.03410612937042523,,,,-0.03410612937042523,0.04709886531863172,-0.08120499468905695,0.0,0.0,0.06248924671441558,0.0,1.0,0.7193360703116343
2022-04-05,55.28466033935547,-0.08134886563949184,0.08134886563949184,3.0,0.5,0.5,0.08134886563949184,0.049117933022011166,0.032230932617480675,0.0,0.0,-0.0661251099398088,-0.0,1.0,0.6717698935786074
2022-04-06,51.649024963378906,-0.11517560645792291,0.11517560645792291,4.0,1.0,1.0,0.11517560645792291,0.054045357691232414,0.061130248766690494,0.5,0.5,-0.06576210025818796,-0.03338105012909398,0.966618949870906,0.6275928944866588
2022-04-07,51.985660552978516,-0.07098648363436655,0.07098648363436655,3.0,0.5,0.5,0.07098648363436655,0.05422287806770323,0.01676360556666332,1.0,0.5,0.006517753042546204,0.006017753042546203,0.9724358239974745,0.6316833899841796
2022-04-08,49.86006546020508,-0.10512692693913961,0.10512692693913961,3.0,0.5,,0.10512692693913961,0.05514262299942715,0.04998430393971246,0.5,0.5,-0.04088810395334397,-0.020944051976671985,0.9520690775556936,0.6058550538689057
2022-04-11,46.320621490478516,-0.21754669312589525,0.21754669312589525,4.0,1.0,1.0,0.21754669312589525,0.03237933726139861,0.18516735586449665,0.5,0.0,-0.07098755160182268,-0.03549377580091134,0.9182765511699513,0.5628468869691617
2022-04-12,45.724308013916016,-0.1729295661175244,0.1729295661175244,4.0,1.0,,0.1729295661175244,0.03344100975158595,0.13948855636593846,1.0,0.5,-0.012873606989169506,-0.013373606989169506,0.9059958814672344,0.5556010173512432
2022-04-13,48.4654541015625,-0.061638547176324776,0.061638547176324776,2.0,0.0,0.0,0.061638547176324776,0.049582895306987666,0.01205565186933711,1.0,0.0,0.05994942748640897,0.05994942748640897,0.9603098158662395,0.5889089802523166
2022-04-14,45.20492935180664,-0.13043464542037786,0.13043464542037786,4.0,1.0,1.0,0.13043464542037786,0.05363749959191414,0.07679714582846373,0.0,1.0,-0.06727523367310695,-0.001,0.9593495060503733,0.549289990993651
2022-04-18,45.3299560546875,-0.09085646726904528,0.09085646726904528,3.0,0.5,0.5,0.09085646726904528,0.05424214539385642,0.036614321875188864,1.0,1.0,0.0027657758716497227,0.0017657758716497227,0.9610435022606362,0.5508092039972798
2022-04-19,48.244232177734375,0.04152817093896877,-0.04152817093896877,1.0,-0.5,-0.5,-0.04152817093896877,0.054743498817972226,-0.09627166975694099,0.5,0.5,0.06429029226348693,0.03164514613174346,0.9914558643286366,0.5862208887036835
2022-04-20,46.070552825927734,0.007572445096519331,-0.007572445096519331,1.0,-0.5,,-0.007572445096519331,0.059681934134856486,-0.06725437923137581,-0.5,1.0,-0.04505573523895434,0.02152786761947717,1.012799794926458,0.5598082755507058
2022-04-21,43.36787796020508,-0.10517958071072897,0.10517958071072897,4.0,1.0,1.0,0.10517958071072897,0.05472124858703028,0.05045833212369869,-0.5,0.0,-0.05866382537093495,0.029331912685467476,1.0425071500791,0.526967780632595
2022-04-22,39.92460632324219,-0.11680856721333255,0.11680856721333255,4.0,1.0,,0.11680856721333255,0.05749393614900105,0.0593146310643315,1.0,1.5,-0.07939682084796684,-0.08089682084796684,0.9581716359264267,0.4851282141610581
2022-04-25,41.40578842163086,-0.08656897060130386,0.08656897060130386,3.0,0.5,0.5,0.08656897060130386,0.0631448416669037,0.023424128934400157,1.0,0.0,0.03709947911312028,0.03709947911312028,0.9937193045202635,0.5031262182095116
2022-04-26,36.75063705444336,-0.2382377043736127,0.2382377043736127,4.0,1.0,1.0,0.2382377043736127,0.055751540924582545,0.18248616344903015,0.5,0.5,-0.11242755046189623,-0.056713775230948116,0.9373617312410472,0.44656096992305877
2022-04-27,36.58713150024414,-0.20584561599500673,0.20584561599500673,4.0,1.0,,0.20584561599500673,0.05977198379986282,0.1460736321951439,1.0,0.5,-0.004449053602989195,-0.004949053602989195,0.9327226777877444,0.44457419623086825
2022-04-28,40.4536018371582,-0.06719895600428161,0.06719895600428161,2.0,0.0,0.0,0.06719895600428161,0.08794252305787992,-0.02074356705359831,1.0,0.0,0.10567842239526937,0.10567842239526937,1.0312913389086444,0.4915560959261913
2022-04-29,35.13479995727539,-0.11997128605820218,0.11997128605820218,2.0,0.0,,0.11997128605820218,0.1003262936095005,0.019644992448701673,0.0,1.0,-0.1314790683235847,-0.001,1.0302600475697359,0.4269267584050371
2022-05-02,36.78911590576172,-0.11149823954221183,0.11149823954221183,2.0,0.0,,0.11149823954221183,0.10186243309596685,0.009635806446244982,0.0,0.0,0.04708482616943921,0.0,1.0302600475697359,0.4470285306116204
2022-05-03,36.875675201416016,0.0034023395781526133,-0.0034023395781526133,1.0,-0.5,-0.5,-0.0034023395781526133,0.08749764212855642,-0.09089998170670903,0.0,0.0,0.0023528506603971433,0.0,1.0302600475697359,0.4480803219850863
2022-05-04,40.530540466308594,0.10778131010456882,-0.10778131010456882,0.0,-1.0,-1.0,-0.10778131010456882,0.09680791553375058,-0.20458922563831938,-0.5,0.5,0.09911317541793063,-0.05005658770896532,0.9786887451355185,0.49249098553931697
2022-05-05,34.49039077758789,-0.14740865556482718,0.14740865556482718,3.0,0.5,0.5,0.14740865556482718,0.10961218441216053,0.037796471152666655,-1.0,0.5,-0.14902711928407752,0.14852711928407752,1.1240505651262458,0.4190964726910163
2022-05-06,33.28813552856445,-0.0525594120631544,0.0525594120631544,2.0,0.0,0.0,0.0525594120631544,0.09383546940135645,-0.041276057338202055,0.5,1.5,-0.034857687080909305,-0.018928843540454654,1.1027735878474114,0.40448773898924
2022-05-09,29.354347229003906,-0.20209152880440429,0.20209152880440429,4.0,1.0,1.0,0.20209152880440429,0.09895792249717343,0.10313360630723085,0.0,0.5,-0.11817388499229631,-0.0005,1.1022222010534877,0.3566878514411316
2022-05-10,30.364246368408203,-0.1765778876574381,0.1765778876574381,4.0,1.0,,0.1765778876574381,0.10333801292454037,0.07323987473289773,1.0,1.0,0.0344037335092382,0.0334037335092382,1.1390405377254442,0.36895924522809503
2022-05-11,27.661563873291016,-0.3175130764346713,0.3175130764346713,4.0,1.0,,0.3175130764346713,0.07254926047014257,0.24496381596452874,1.0,0.0,-0.08900871315314884,-0.08900871315314884,1.0376560052332318,0.3361186576043852
2022-05-12,27.440351486206055,-0.20440589777147444,0.20440589777147444,4.0,1.0,,0.20440589777147444,0.06134059087755296,0.1430653068939215,1.0,0.0,-0.007997103421132135,-0.007997103421132135,1.0293577628438229,0.33343068193775083
2022-05-13,30.421951293945312,-0.08610227605447218,0.08610227605447218,2.0,0.0,0.0,0.08610227605447218,0.09206169755064372,-0.005959421496171541,1.0,0.0,0.1086574932991684,0.1086574932991684,1.1412051970624726,0.36966042402613913
2022-05-16,29.479381561279297,0.004259482634716871,-0.004259482634716871,1.0,-0.5,-0.5,-0.004259482634716871,0.07397820207377305,-0.07823768470848992,0.0,1.0,-0.03098321089132794,-0.001,1.14006399186541,0.35820715715035956
2022-05-17,31.701156616210938,0.04402909367754604,-0.04402909367754604,0.0,-1.0,-1.0,-0.04402909367754604,0.08031985401092308,-0.12434894768846912,-0.5,0.5,0.07536708496795286,-0.03818354248397643,1.0965323099975655,0.38520418639943954
2022-05-18,27.074865341186523,-0.021209882954990378,0.021209882954990378,1.0,-0.5,-0.5,0.021209882954990378,0.09975879715401986,-0.07854891419902948,-1.0,0.5,-0.14593446324474735,0.14543446324474735,1.2560058979325843,0.32898962021760775
2022-05-19,26.526630401611328,-0.033298446816690475,0.033298446816690475,1.0,-0.5,,0.033298446816690475,0.10014857601673839,-0.06685012920004792,-0.5,0.5,-0.020248851939485557,0.009624425969742778,1.2680942337147967,0.3223279581081938
2022-05-20,26.295799255371094,-0.13563074895184057,0.13563074895184057,3.0,0.5,0.5,0.13563074895184057,0.0790832547226192,0.05654749422922137,-0.5,0.0,-0.008701864607206677,0.004350932303603339,1.2736116258802794,0.31952310385761895
2022-05-23,27.594240188598633,-0.06394779241762549,0.06394779241762549,2.0,0.0,0.0,0.06394779241762549,0.0857295398481704,-0.02178174743054491,0.5,1.0,0.04937826458963124,0.023689132294815618,1.3037823801779727,0.33530060022240066
2022-05-24,25.872602462768555,-0.18385935327236136,0.18385935327236136,4.0,1.0,1.0,0.18385935327236136,0.07254712342404998,0.11131222984831138,0.0,0.5,-0.062391198817694726,-0.0005,1.3031304889878836,0.3143807938102325
2022-05-25,26.91135597229004,-0.0060391572344314914,0.0060391572344314914,2.0,0.0,0.0,0.0060391572344314914,0.04590174072807863,-0.03986258349364714,1.0,1.0,0.04014878329368998,0.03914878329368998,1.3541464621046704,0.32700280017261774
2022-05-26,29.161983489990234,0.0993474500334135,-0.0993474500334135,0.0,-1.0,-1.0,-0.0993474500334135,0.05685339096094848,-0.156200840994362,0.0,1.0,0.08363114515736814,-0.001,1.3527923156425656,0.35435041882071977
2022-05-27,32.01854705810547,0.21762973420803955,-0.21762973420803955,0.0,-1.0,,-0.21762973420803955,0.06288716379791284,-0.28051689800595236,-1.0,1.0,0.0979550505916631,-0.0989550505916631,1.2189266836081425,0.3890608320234804
2022-05-31,31.78771209716797,0.15196910224409765,-0.15196910224409765,0.0,-1.0,,-0.15196910224409765,0.06617580645215247,-0.21814490869625014,-1.0,0.0,-0.007209413984919255,0.007209413984919255,1.2277144306875383,0.386255931420106
2022-06-01,31.0471248626709,0.20000007372078765,-0.20000007372078765,0.0,-1.0,,-0.20000007372078765,0.05357809753948206,-0.2535781712602697,-1.0,0.0,-0.023297909337836598,0.023297909337836598,1.2563176101864502,0.3772569757486787
2022-06-02,33.56706619262695,0.2473197644589198,-0.2473197644589198,0.0,-1.0,,-0.2473197644589198,0.05697465620076359,-0.3042944206596834,-1.0,0.0,0.08116504639648214,-0.08116504639648214,1.1543485330669494,0.4078770556887168
2022-06-03,30.912473678588867,0.06002644467580476,-0.06002644467580476,1.0,-0.5,-0.5,-0.06002644467580476,0.07427148419795716,-0.1342979288737619,-1.0,0.0,-0.07908324483303131,0.07908324483303131,1.2456381607301337,0.37562081463191005
2022-06-06,31.297199249267578,-0.022529061282163365,0.022529061282163365,2.0,0.0,0.0,0.022529061282163365,0.05818185989329487,-0.035652798611131506,-0.5,0.5,0.012445641674583507,-0.006722820837291754,1.2372639585474512,0.380295656696334
2022-06-07,32.05702209472656,0.00847214158525711,-0.00847214158525711,2.0,0.0,,-0.00847214158525711,0.059331528762355396,-0.0678036703476125,0.0,0.5,0.024277662656244425,-0.0005,1.2366453265681776,0.3895283463592425
2022-06-08,31.402996063232422,0.011462291665834679,-0.011462291665834679,2.0,0.0,,-0.011462291665834679,0.05902272445858899,-0.07048501612442368,0.0,0.0,-0.02040195840903536,-0.0,1.2366453265681776,0.3815812052376809
2022-06-09,28.844589233398438,-0.1406878078688275,0.1406878078688275,4.0,1.0,1.0,0.1406878078688275,0.049728028003097884,0.09095977986572962,0.0,0.0,-0.08147015095892218,-0.0,1.2366453265681776,0.3504937268438796
2022-06-10,25.766803741455078,-0.16645933905631993,0.16645933905631993,4.0,1.0,,0.16645933905631993,0.05761239468045222,0.10884694437586771,1.0,1.0,-0.10670235124650929,-0.10770235124650929,1.1034557172387776,0.31309522209248586
2022-06-13,22.19849967956543,-0.2907192907977246,0.2907192907977246,4.0,1.0,,0.2907192907977246,0.06589543236654434,0.2248238584311803,1.0,0.0,-0.13848454382212572,-0.13848454382212572,0.9506441556090489,0.2697363730881208
2022-06-14,22.342771530151367,-0.3030303481050165,0.3030303481050165,4.0,1.0,,0.3030303481050165,0.06013115929384682,0.24289918881116968,1.0,0.0,0.006499171235376133,0.006499171235376133,0.9568225547602617,0.27148943596522984
2022-06-15,23.948991775512695,-0.23736602306068177,0.23736602306068177,4.0,1.0,,0.23736602306068177,0.08672334248229807,0.1506426805783837,1.0,0.0,0.07188992839110164,0.07188992839110164,1.0256084597049677,0.2910067920757108
2022-06-16,21.025096893310547,-0.27109043837704905,0.27109043837704905,4.0,1.0,,0.27109043837704905,0.09217957551608073,0.1789108628609683,1.0,0.0,-0.12208843318372031,-0.12208843318372031,0.9003935297996195,0.2554782287853666
2022-06-17,21.804162979125977,-0.15378860343294276,0.15378860343294276,3.0,0.5,0.5,0.15378860343294276,0.0954652182295967,0.05832338520334607,1.0,0.0,0.03705410204617432,0.03705410204617432,0.9337568035345297,0.26494474514535543
2022-06-21,23.448850631713867,0.05632592158016125,-0.05632592158016125,0.0,-1.0,-1.0,-0.05632592158016125,0.08098210760647556,-0.13730802918663682,0.5,0.5,0.07542998344684992,0.03721499172342496,0.968506555249759,0.2849295228859995
2022-06-22,23.36229133605957,0.04563085669709199,-0.04563085669709199,0.0,-1.0,,-0.04563085669709199,0.08133788678730973,-0.12696874348440174,-1.0,1.5,-0.003691408888810477,0.0021914088888104768,0.9706289491238045,0.2838777315125336
2022-06-23,24.362567901611328,0.017269041217906622,-0.017269041217906622,1.0,-0.5,-0.5,-0.017269041217906622,0.07687784364006013,-0.09414688485796675,-1.0,0.0,0.0428158587341918,-0.0428158587341918,0.9290706371548026,0.29603220036275707
2022-06-24,26.91135597229004,0.27996346979272646,-0.27996346979272646,0.0,-1.0,-1.0,-0.27996346979272646,0.041000429468675284,-0.32096389926140173,-0.5,0.5,0.10461902378156673,-0.05280951189078337,0.8800068702945983,0.3270028001726179
2022-06-27,26.276565551757812,0.2051169117068814,-0.2051169117068814,0.0,-1.0,,-0.2051169117068814,0.05335571969750833,-0.25847263140438975,-1.0,0.5,-0.023588199018505618,0.023088199018505617,0.9003246440536123,0.31928939304253756
2022-06-28,23.881662368774414,0.01845769517057616,-0.01845769517057616,1.0,-0.5,-0.5,-0.01845769517057616,0.07329207063891556,-0.09174976580949172,-1.0,0.0,-0.09114216917983742,0.09114216917983742,0.9823821850787234,0.290188665164527
2022-06-29,23.92975616455078,0.02428977621794015,-0.02428977621794015,1.0,-0.5,,-0.02428977621794015,0.0731515870970443,-0.09744136331498444,-0.5,0.5,0.0020138378574203752,-0.0015069189287101876,0.9809018147688007,0.29077305808422965
2022-06-30,23.083364486694336,-0.05250692045613081,0.05250692045613081,2.0,0.0,0.0,0.05250692045613081,0.0719125118167879,-0.019405591360657087,-0.5,0.0,-0.035369841298687255,0.017684920649343627,0.9982489855277842,0.28048846116585646
2022-07-01,23.458473205566406,-0.12830578920954339,0.12830578920954339,3.0,0.5,0.5,0.12830578920954339,0.041552048729099345,0.08675374048044404,0.0,0.5,0.016250175276151246,-0.0005,0.9977498610350204,0.2850464478227396
2022-07-05,24.670347213745117,-0.06112740779798165,0.06112740779798165,2.0,0.0,0.0,0.06112740779798165,0.05443897860649191,0.0066884291914897365,0.5,0.5,0.051660395694087535,0.025330197847043767,1.0230230624168979,0.29977206010845636
2022-07-06,25.141632080078125,0.05275887799800483,-0.05275887799800483,1.0,-0.5,-0.5,-0.05275887799800483,0.0315319223049937,-0.08429080030299853,0.0,0.5,0.01910329280126355,-0.0005,1.0225115508856895,0.3054986935463462
2022-07-07,26.69976043701172,0.11575564136187833,-0.11575564136187833,0.0,-1.0,-1.0,-0.11575564136187833,0.03810444355401294,-0.15386008491589126,-0.5,0.5,0.06197403382448807,-0.03148701691224404,0.9903157123899868,0.32443167991352434
